days_left,task_type,effort_hours,course_credit,attendance_risk,consistency,overdue_count,label
0,1,5,0,0,0.95,0,0
0,1,7,5,2,0.9,1,2
3,2,2,10,2,0.85,1,2
7,4,5,7,0,0.96,0,1
10,3,3,5,1,0.92,2,1
14,4,2,9,1,0.85,1,1
3,3,5,8,2,0.56,1,2
3,3,9,10,1,0.62,1,2
10,4,3,4,2,0.86,0,1
13,1,1,3,1,0.61,0,0
14,1,7,0,2,0.75,2,2
2,4,9,10,2,0.52,0,2
12,1,4,0,1,0.74,0,0
4,4,9,1,1,0.58,1,2
5,2,1,3,1,0.75,1,1
7,4,8,10,2,0.94,1,2
12,2,4,3,2,0.75,1,1
10,1,2,1,0,0.56,2,1
0,3,5,0,2,0.75,0,1
1,4,8,1,0,0.69,0,1
4,4,5,7,0,0.4,0,1
7,4,9,7,1,0.83,1,1
2,1,9,5,1,0.78,2,2
2,4,6,1,1,0.5,2,2
13,1,5,3,1,0.78,2,1
14,1,7,6,1,0.87,2,2
11,1,7,3,0,0.74,1,0
4,1,1,8,1,0.44,0,1
8,3,6,4,0,0.7,0,0
8,1,3,10,1,0.84,2,1
10,2,7,2,1,0.82,2,2
2,4,1,10,2,0.52,2,2
3,3,2,2,0,0.74,1,0
4,1,9,3,1,0.66,1,1
7,1,6,8,1,0.74,2,1
11,1,6,4,0,0.65,2,1
0,3,9,9,0,0.73,1,1
1,3,3,8,0,0.5,2,2
13,1,6,7,0,0.73,1,1
13,3,3,0,2,0.65,1,0
11,2,3,0,0,0.8,0,0
14,3,7,10,0,0.71,0,0
1,3,3,5,2,0.99,1,1
7,4,4,7,1,0.47,2,2
8,1,2,2,2,0.76,0,1
0,2,4,6,1,0.7,0,1
2,3,4,0,2,0.55,2,2
7,1,8,10,0,0.61,2,1
0,4,3,7,0,0.74,2,2
12,1,6,6,1,0.78,2,1
0,4,2,4,2,0.44,1,2
4,2,3,4,1,0.49,1,1
5,4,1,10,2,0.64,0,2
11,1,7,2,2,0.9,0,1
8,3,9,6,0,0.74,1,1
4,1,6,1,2,0.46,1,2
5,1,5,9,2,0.63,1,2
1,1,2,9,2,0.44,1,2
0,1,8,4,1,0.99,1,2
2,3,4,3,0,0.66,2,1
6,1,5,2,1,0.64,1,1
11,2,4,4,0,0.44,2,2
13,4,5,5,2,0.63,2,2
11,3,5,9,1,0.8,2,1
6,4,4,4,0,0.9,2,1
0,4,8,6,2,0.42,1,2
2,4,8,3,2,0.63,2,2
0,3,3,6,0,0.5,2,2
14,2,8,0,0,0.9,0,0
9,3,8,5,1,0.67,0,1
1,3,4,2,0,0.5,1,1
12,1,8,2,1,0.98,2,1
0,1,7,7,1,0.88,0,1
4,4,9,2,0,0.97,2,2
2,4,9,7,2,0.48,0,2
10,4,4,6,2,0.4,1,2
10,1,9,9,0,0.88,1,1
0,3,7,7,0,0.43,1,2
4,1,5,9,2,0.96,1,2
1,2,3,1,0,0.56,1,1
1,1,7,0,1,0.7,1,1
1,2,9,4,1,0.88,1,2
11,1,6,4,1,0.98,2,1
8,3,9,3,2,0.85,1,1
11,4,9,5,2,0.72,0,2
1,4,1,1,1,0.74,1,1
2,3,9,3,1,0.93,0,1
3,4,9,0,1,0.72,1,1
4,4,9,7,1,0.47,2,2
12,3,7,1,1,0.81,0,0
9,1,1,4,0,0.65,1,0
9,3,3,6,0,0.58,2,1
6,3,6,9,0,0.98,0,1
5,3,7,9,2,0.63,2,2
1,2,2,2,2,0.51,1,2
3,1,8,7,2,0.7,0,2
10,4,6,9,1,0.64,2,2
3,2,3,1,0,0.84,1,1
10,3,2,9,0,0.61,2,1
5,1,9,3,1,0.82,0,1
1,3,3,3,2,0.64,0,1
13,4,6,2,0,0.78,2,1
2,2,9,0,1,0.63,1,1
8,2,1,9,0,0.94,0,0
13,3,7,0,0,0.68,1,0
0,3,1,3,2,0.85,1,1
7,3,3,3,1,0.81,2,1
11,4,8,9,1,0.7,2,2
9,4,7,2,0,0.96,0,1
10,2,1,10,1,0.67,2,2
7,3,3,7,2,0.61,0,1
12,1,6,2,1,0.91,1,1
11,1,4,6,1,0.71,0,1
10,1,7,5,2,0.64,1,2
11,3,2,6,2,0.5,1,1
4,2,1,5,0,0.76,0,0
0,4,1,1,1,0.85,0,1
11,4,8,3,1,0.63,0,1
13,1,1,9,2,0.48,2,2
10,2,2,2,0,0.87,2,1
1,3,7,0,2,0.69,0,1
11,3,7,7,2,0.59,1,2
13,4,6,4,1,0.58,2,2
0,1,6,9,1,0.7,0,1
8,3,8,0,2,0.43,1,1
10,3,9,7,2,0.89,0,1
10,3,2,9,2,0.77,0,1
1,3,6,2,2,0.79,1,2
10,1,5,6,2,0.57,1,2
4,4,4,4,0,0.87,0,1
14,1,9,5,0,0.6,2,1
4,1,2,10,2,0.5,1,2
10,1,7,3,1,0.54,2,2
9,3,3,7,2,0.9,1,1
2,4,3,5,0,0.74,0,1
6,4,2,8,2,0.88,2,2
7,3,8,4,1,0.98,1,1
10,3,6,8,2,0.48,1,2
3,1,4,2,1,0.82,1,1
12,1,5,0,0,0.84,1,0
14,3,7,7,1,0.42,2,2
2,4,1,3,1,0.65,0,1
8,2,3,4,2,0.86,2,2
8,2,5,3,2,0.5,1,2
6,4,6,9,2,0.93,1,2
0,4,7,10,1,0.67,1,2
14,3,5,0,0,0.59,0,0
8,1,6,7,1,0.57,2,2
5,1,9,5,0,0.63,1,1
1,3,3,7,2,0.92,2,2
14,2,5,4,0,0.7,1,0
1,1,3,6,0,0.75,0,1
7,1,3,5,1,0.63,1,1
12,4,2,6,1,0.48,0,1
13,3,8,5,2,0.5,0,1
5,2,3,1,2,0.92,0,1
11,3,5,9,1,0.57,2,2
5,4,8,5,1,0.48,1,2
12,1,4,0,0,0.87,1,0
9,4,9,6,2,0.52,1,2
1,4,6,1,2,0.63,2,2
2,4,8,5,2,0.41,0,2
6,4,5,6,1,0.48,0,1
5,2,5,9,2,0.92,0,2
11,2,1,8,1,0.57,0,1
2,1,2,7,2,0.71,1,2
13,3,6,2,2,0.74,0,1
10,1,9,2,0,0.76,0,0
4,2,6,7,0,0.52,0,1
4,3,7,9,2,0.86,1,2
4,4,3,9,0,0.45,2,2
5,3,7,9,1,0.58,0,2
3,3,4,3,0,0.94,2,1
14,2,7,7,2,0.46,1,2
11,3,4,1,0,0.89,0,0
6,2,7,4,1,0.94,1,2
2,1,8,1,0,0.93,2,1
6,2,4,7,2,0.73,2,2
12,2,7,0,0,0.52,2,1
14,3,2,0,1,0.69,1,0
14,4,3,10,0,0.67,0,1
1,2,9,2,0,0.53,1,2
10,3,7,8,0,0.55,2,2
5,1,9,9,2,0.85,0,2
4,4,9,7,2,0.8,0,2
10,4,4,2,0,0.68,0,0
2,1,5,8,2,0.66,0,2
3,3,2,8,0,0.59,1,1
10,1,6,2,1,0.83,1,1
12,4,7,5,0,0.95,2,2
10,3,8,7,2,0.43,2,2
9,3,8,0,2,0.95,1,1
0,2,9,5,0,0.93,0,1
7,2,8,9,2,0.73,1,2
1,3,5,3,0,0.58,0,1
7,3,8,6,0,0.85,2,1
11,1,7,0,0,0.41,0,0
1,2,5,7,0,0.73,0,1
4,2,9,1,1,0.76,1,1
7,4,7,4,0,0.68,2,1
8,1,9,1,2,0.97,1,1
5,3,9,9,2,0.53,2,2
12,4,4,5,0,0.52,0,1
8,4,5,3,2,0.7,1,2
7,2,9,8,0,0.47,1,2
7,3,9,9,0,0.44,1,1
13,1,1,6,1,0.67,1,1
9,2,3,9,1,0.98,0,1
9,1,7,8,2,0.85,0,1
11,4,6,2,0,0.69,2,1
10,2,1,7,1,0.94,2,1
1,4,3,8,1,0.8,1,2
2,4,3,6,0,0.82,2,1
4,2,3,0,2,0.6,0,1
10,1,6,8,2,0.67,2,2
11,1,1,7,1,0.5,2,2
6,2,6,2,1,0.55,0,1
4,3,9,9,0,0.55,1,1
9,4,6,5,1,0.84,2,2
12,1,7,0,2,0.47,1,1
10,1,8,7,2,0.91,1,1
2,3,6,5,2,0.64,2,2
12,2,8,4,0,0.99,2,1
5,2,2,9,1,0.93,1,1
7,1,4,4,0,0.59,0,0
10,2,6,2,0,0.78,2,1
0,4,1,10,1,0.98,0,2
9,1,2,3,0,0.5,2,1
11,2,9,6,0,0.84,0,1
6,3,9,7,1,0.86,0,1
7,3,1,10,0,0.95,0,0
0,1,2,4,1,0.5,1,1
5,2,3,2,2,0.8,1,1
4,4,6,5,0,0.54,2,2
7,4,3,3,2,0.68,1,1
11,4,4,7,2,0.96,2,2
2,1,2,5,2,0.9,0,1
4,2,6,4,2,0.81,2,2
6,4,3,10,2,0.96,1,2
6,4,9,7,2,0.77,1,2
7,4,1,7,0,0.63,0,0
5,2,8,7,1,0.63,2,2
3,2,7,10,2,0.42,1,2
4,2,6,5,2,0.63,2,2
8,2,6,1,1,0.83,1,1
3,1,6,9,0,0.69,1,1
1,2,6,7,1,0.88,0,2
14,3,5,4,0,0.58,1,0
10,3,7,4,1,0.74,2,1
13,3,5,4,0,0.54,0,0
13,3,7,8,1,0.95,2,1
1,3,9,6,0,0.43,2,2
3,4,5,8,1,0.88,2,2
8,1,1,1,0,0.77,2,0
8,4,7,4,2,0.94,1,2
12,2,9,1,1,0.88,0,0
2,4,4,7,0,0.6,2,2
14,2,4,9,0,1.0,0,1
12,3,7,8,1,0.78,1,1
7,1,2,6,0,0.63,1,1
9,1,3,0,2,0.77,2,1
7,2,2,10,1,0.96,0,1
6,4,8,1,2,0.74,1,2
7,2,6,10,1,0.99,1,1
6,4,8,1,2,0.72,1,2
5,3,4,9,1,0.73,1,1
6,2,3,7,2,0.62,2,2
8,3,8,5,0,0.78,2,1
4,1,1,10,0,0.63,1,1
6,1,4,3,1,0.63,0,0
5,1,6,10,1,0.73,0,1
13,1,2,3,1,0.77,1,0
3,1,3,9,1,0.94,1,1
4,2,1,10,0,0.52,0,1
9,2,4,6,2,0.42,2,2
12,2,5,0,2,0.45,0,1
11,4,5,3,1,0.52,1,2
14,2,9,10,2,0.46,0,2
9,2,3,0,0,0.81,1,0
10,4,7,8,0,0.63,0,1
4,3,5,7,0,0.51,0,1
1,1,1,8,0,0.76,1,1
11,3,2,8,1,0.68,1,1
2,3,8,1,2,0.52,1,2
7,1,1,5,1,0.83,0,0
12,3,5,0,2,0.94,0,0
0,4,4,7,0,0.44,2,2
14,2,5,0,0,0.56,1,1
8,3,3,6,1,0.77,0,0
6,2,8,8,0,0.74,0,1
0,2,1,5,2,0.88,0,2
6,1,5,3,1,0.73,1,1
1,3,3,10,2,0.6,1,2
1,4,1,2,1,0.56,1,2
12,4,1,4,2,0.93,1,1
2,3,7,10,2,0.64,0,2
1,2,4,4,0,0.84,0,1
12,2,4,1,2,0.59,0,1
13,1,6,4,2,0.72,1,1
10,1,2,4,1,0.52,0,1
10,4,7,3,0,0.71,1,1
7,3,2,7,2,0.53,0,1
9,2,4,7,0,0.93,0,0
8,2,1,10,0,0.88,0,0
10,2,2,1,1,0.82,2,1
1,2,3,2,2,0.44,1,2
11,2,5,7,2,0.45,1,2
10,4,4,10,2,0.47,0,2
12,2,6,2,2,0.87,2,2
12,1,1,0,1,0.44,0,0
8,3,8,10,2,0.45,0,2
13,2,5,3,1,0.78,1,1
12,4,6,4,0,0.77,0,0
11,3,4,8,0,0.56,0,1
5,4,3,2,0,0.78,2,1
6,4,9,4,0,0.42,1,2
9,3,1,0,0,0.78,2,0
14,1,3,9,1,0.79,0,1
2,2,9,8,2,0.79,2,2
12,1,4,3,1,0.76,0,0
6,4,6,3,1,0.41,1,2
7,4,5,10,1,0.75,1,2
5,4,9,6,1,0.75,0,1
2,2,1,4,2,0.93,2,2
11,1,9,4,2,0.87,0,1
8,3,2,6,1,0.87,0,0
12,1,7,2,0,0.49,2,1
6,4,8,3,1,0.63,0,1
0,2,5,0,1,0.65,1,1
9,3,3,9,1,0.66,1,1
1,3,6,2,0,0.62,2,1
6,1,4,6,2,0.42,2,2
5,3,1,2,0,0.51,2,1
7,2,4,0,1,0.46,1,1
5,2,4,7,2,0.49,1,2
11,2,2,0,0,0.96,0,0
13,3,7,1,2,0.84,1,1
2,4,4,8,0,0.76,0,1
5,3,5,7,0,0.45,1,1
4,1,1,0,1,0.48,0,1
12,2,3,9,1,0.43,0,1
8,4,9,4,2,0.46,1,2
11,2,8,1,0,0.49,2,1
9,4,5,1,0,0.59,0,1
10,2,8,7,0,0.73,0,1
13,1,6,3,1,0.77,0,0
4,2,9,4,2,0.6,2,2
0,2,5,5,2,0.96,1,2
5,3,5,7,2,0.85,2,2
6,1,2,2,2,0.5,1,2
6,1,9,1,2,0.46,0,1
14,3,1,10,0,0.46,1,1
14,4,7,5,1,0.64,2,2
9,3,1,4,0,0.66,1,0
7,3,6,2,1,0.42,2,1
1,4,4,6,0,0.64,2,2
2,2,1,10,2,0.69,1,2
12,4,3,0,0,0.72,1,0
3,1,6,5,0,0.44,1,1
11,4,6,10,1,0.68,2,2
2,1,1,10,2,0.63,1,2
4,1,5,8,0,0.86,2,2
1,2,2,10,0,0.81,1,2
7,2,8,1,0,0.84,1,0
11,3,9,9,2,0.84,2,2
9,2,1,7,0,0.94,2,1
7,4,3,9,0,0.55,1,1
7,4,9,5,1,0.57,2,2
12,4,5,3,0,0.75,2,1
0,1,5,5,1,0.84,1,2
4,3,5,6,1,0.77,0,0
7,4,5,1,2,0.95,1,1
10,3,2,8,2,0.41,2,2
8,4,8,0,1,0.61,1,1
12,4,3,1,2,0.75,2,2
5,3,2,8,0,0.73,0,0
10,1,7,2,2,0.97,0,1
8,2,3,7,1,0.54,2,2
9,3,5,5,1,0.41,2,2
10,1,1,4,2,0.77,0,0
14,2,6,7,2,0.61,2,2
12,1,4,1,2,0.64,1,1
2,3,1,10,0,0.64,2,1
3,3,8,3,1,0.73,0,1
6,1,9,7,0,0.89,0,1
7,3,2,0,2,0.73,0,0
2,4,6,5,2,0.99,1,2
8,2,4,2,0,0.43,1,1
2,1,4,3,1,0.51,1,2
4,1,5,4,2,0.85,0,1
1,2,2,8,1,0.53,2,2
5,4,5,7,2,0.79,1,2
2,2,5,10,2,0.89,2,2
1,3,2,7,0,0.66,0,0
1,3,7,6,0,0.54,0,1
8,2,2,3,0,0.75,0,0
12,2,6,8,1,0.73,2,2
2,3,1,10,2,0.48,2,2
14,2,3,8,2,0.72,2,2
7,4,3,3,1,0.43,1,2
11,2,9,7,1,0.94,0,1
0,2,6,4,0,0.47,1,1
9,1,9,6,2,1.0,1,2
2,3,7,7,1,0.54,0,2
2,2,3,1,1,0.81,1,1
3,3,8,1,1,0.99,2,1
4,4,4,10,2,0.52,2,2
14,1,4,3,0,0.76,0,0
10,3,8,8,0,0.71,1,1
6,4,4,7,1,0.68,2,2
0,3,4,2,0,0.87,2,1
1,3,2,2,0,0.59,2,2
11,4,3,5,2,0.6,0,1
8,2,8,4,0,0.55,0,1
9,4,6,1,0,0.56,1,1
11,2,5,1,0,0.68,0,0
4,2,7,7,1,0.55,0,2
1,2,5,9,2,0.51,0,2
9,4,6,4,2,0.41,0,2
13,3,1,4,0,0.5,1,0
11,2,1,0,2,0.79,1,1
12,4,7,5,2,0.66,0,2
13,3,4,4,0,0.44,1,1
8,3,5,8,0,0.6,2,1
2,4,7,8,0,0.9,0,2
2,3,2,1,0,0.61,0,0
14,3,9,2,1,0.99,0,0
5,1,8,6,1,0.78,0,1
9,3,1,7,0,0.88,2,1
0,1,4,2,0,0.89,2,2
8,4,6,9,1,0.64,2,2
4,2,1,0,1,0.51,0,1
6,1,4,6,0,0.91,0,1
4,1,7,10,1,0.43,1,2
5,2,2,8,2,0.56,2,2
5,2,5,4,0,0.68,0,1
4,4,5,10,2,0.75,2,2
6,4,7,7,1,0.85,0,1
2,4,6,4,2,0.61,1,2
4,2,6,4,2,0.92,2,2
5,2,2,5,1,0.45,2,2
4,3,1,8,1,0.93,0,1
14,1,7,10,1,0.55,2,2
14,4,9,4,2,0.66,2,2
2,1,1,3,0,0.87,1,1
2,1,7,4,1,0.65,0,1
5,1,3,6,0,0.68,1,1
11,2,9,4,2,0.62,2,2
10,4,2,6,1,0.55,0,1
1,1,7,8,0,0.67,1,2
10,3,5,1,2,0.88,0,1
6,2,8,2,1,0.51,2,2
0,3,6,3,2,0.68,1,2
7,4,3,3,1,0.61,1,1
9,2,6,10,1,0.76,1,2
7,4,7,3,1,0.54,0,1
13,2,9,5,1,0.74,2,2
11,2,1,0,0,0.99,2,1
12,3,7,10,1,0.91,0,1
10,3,8,3,0,0.42,0,0
3,3,4,2,1,0.94,1,1
8,1,9,6,1,0.57,0,1
11,1,7,3,0,0.67,0,0
10,1,5,6,2,0.98,1,1
0,3,8,8,1,0.59,1,2
1,2,5,5,2,0.55,1,2
14,1,5,1,2,0.79,1,1
6,1,7,2,0,0.95,0,0
10,3,9,4,0,0.89,2,1
8,1,4,3,2,0.87,1,1
13,1,3,2,0,0.48,1,1
11,2,6,9,0,0.88,2,1
11,2,6,3,0,0.67,2,1
7,3,9,2,2,0.42,2,2
8,1,2,9,1,0.61,1,1
5,1,4,5,0,0.74,2,1
2,4,3,3,0,0.42,1,1
7,4,1,6,0,0.68,0,0
11,2,9,9,0,0.99,2,1
2,3,2,8,1,0.73,1,1
14,3,3,3,2,0.92,0,0
7,4,9,4,1,0.91,1,1
14,2,9,9,0,0.85,2,1
8,4,2,7,0,0.67,2,1
11,3,6,2,2,0.58,2,2
6,4,1,4,1,0.51,2,2
12,2,2,3,1,0.76,0,0
14,3,4,8,2,0.55,0,1
9,2,6,5,2,1.0,0,1
11,3,5,2,0,0.49,1,1
13,4,2,2,2,0.85,2,2
1,1,1,3,2,0.55,1,2
6,1,9,8,2,0.52,1,2
3,2,1,9,2,0.59,0,2
0,2,8,8,0,0.63,2,2
12,3,3,0,0,0.8,0,0
1,1,7,0,1,0.83,1,2
1,1,1,3,1,0.8,0,1
13,1,7,4,1,0.84,1,1
12,3,8,3,2,0.94,1,1
7,3,4,7,2,0.6,0,1
12,2,5,3,2,0.46,0,1
0,1,7,0,0,0.71,0,1
11,1,6,2,0,0.47,1,1
7,1,9,1,1,0.62,1,1
3,3,8,9,2,0.54,1,2
6,3,9,8,0,0.89,1,1
8,4,6,6,1,0.98,1,2
5,3,5,3,2,0.65,1,1
5,4,3,4,2,0.96,0,1
10,3,1,6,1,0.88,1,0
10,3,5,1,0,0.53,0,0
11,3,4,4,1,0.82,2,1
1,1,9,8,0,0.69,0,1
0,1,8,7,0,0.9,1,1
9,1,8,6,0,0.74,1,1
14,3,9,4,1,0.86,1,1
1,3,1,2,1,0.62,2,1
3,3,7,8,0,0.73,2,1
10,3,8,7,0,0.55,2,1
12,3,2,1,2,0.98,0,0
4,1,6,2,2,0.65,2,2
12,1,5,7,1,0.53,1,2
6,3,3,1,0,0.82,0,0
11,2,9,4,1,0.72,2,2
2,2,6,3,2,0.82,2,2
10,3,3,6,1,0.59,2,2
8,3,6,0,2,0.59,2,1
13,4,8,5,2,0.53,1,2
4,3,5,3,0,0.49,2,1
2,2,6,3,2,0.64,0,1
11,3,9,1,1,0.55,0,1
5,1,5,10,1,0.68,2,2
7,2,6,6,1,0.69,2,2
0,3,4,6,2,0.68,0,1
9,2,6,1,2,0.51,2,2
0,1,1,4,2,0.43,1,2
4,1,6,0,1,0.58,2,2
6,3,2,7,0,0.79,0,0
7,2,4,1,0,0.51,0,0
13,4,1,2,1,0.98,2,2
9,3,1,0,2,0.53,2,1
7,4,2,2,1,0.9,0,1
14,1,5,8,2,0.8,0,1
2,1,6,10,0,0.89,2,2
0,4,5,6,2,0.82,2,2
14,4,5,8,1,0.71,1,2
2,4,8,1,1,0.83,0,1
13,4,4,0,0,0.55,1,1
12,2,4,3,1,0.6,2,1
7,1,9,5,0,0.46,2,2
14,2,7,6,2,0.6,0,1
0,2,2,2,0,0.64,1,1
7,4,2,8,0,0.7,2,1
14,2,9,3,2,0.84,0,1
12,2,2,9,1,0.88,0,1
3,2,2,5,0,0.49,2,2
0,2,2,6,1,0.73,2,2
10,3,7,4,1,0.58,0,1
13,2,2,4,1,0.89,1,1
2,3,5,10,1,0.77,2,2
7,3,2,8,1,0.75,1,1
11,1,7,0,2,0.7,1,1
11,2,7,7,1,0.65,0,1
5,1,9,10,0,0.58,1,2
8,1,2,9,2,0.81,2,2
0,3,7,7,0,0.69,0,1
9,4,6,7,0,0.66,0,0
7,2,2,8,0,0.58,2,2
2,1,4,9,2,0.6,1,2
8,1,7,7,2,0.75,1,1
7,1,2,5,2,0.91,1,1
12,2,6,6,2,0.75,1,1
7,4,4,2,0,0.75,2,1
14,4,5,6,2,0.83,0,1
13,2,7,8,2,0.73,1,2
11,4,3,7,0,0.73,2,1
13,4,7,2,0,0.61,1,1
5,1,4,1,0,0.68,1,0
9,3,4,9,1,0.86,2,2
14,3,4,2,1,0.79,2,1
7,2,2,0,2,0.93,0,1
0,2,7,4,2,0.78,2,2
2,2,8,7,0,0.62,1,1
6,1,3,8,1,0.45,2,2
2,4,4,4,0,0.92,0,1
0,4,4,2,2,0.85,2,2
8,2,7,5,1,0.85,1,1
7,1,9,3,0,0.48,2,1
14,4,7,8,0,0.73,2,2
10,3,4,9,0,0.72,2,1
12,3,7,5,1,0.68,0,1
0,1,1,0,1,0.68,0,1
11,4,3,3,2,0.54,2,2
3,2,4,0,0,0.99,1,1
10,2,4,1,2,0.97,1,1
9,2,1,4,0,0.8,2,1
4,2,9,1,1,0.57,1,2
5,1,6,4,2,0.87,0,1
4,4,6,7,1,0.93,1,2
7,3,5,3,2,0.69,2,1
2,2,5,1,2,0.67,2,2
0,1,9,2,2,0.97,1,2
1,4,3,5,2,0.67,1,2
3,3,4,4,1,0.47,0,1
12,2,1,10,1,0.76,1,1
13,3,9,2,1,0.43,0,1
8,4,1,5,1,0.79,1,1
2,2,4,5,2,0.51,2,2
13,4,3,0,0,0.76,2,1
0,2,8,9,1,0.83,1,2
7,4,7,4,0,0.99,2,1
11,2,6,7,0,0.61,2,1
14,1,9,8,0,0.83,2,2
0,3,3,4,2,0.98,1,1
9,2,1,5,2,0.99,1,1
12,2,2,6,1,0.67,0,1
6,2,2,2,0,0.53,0,1
5,3,7,9,2,0.83,1,2
5,4,9,6,0,0.82,0,1
3,3,4,4,1,0.55,2,2
13,4,2,6,2,0.94,1,2
8,2,9,6,2,0.74,1,2
4,1,8,7,0,0.8,2,1
7,2,3,9,2,0.94,1,2
12,4,7,8,0,0.58,0,1
14,3,7,5,1,0.9,0,1
2,3,6,8,1,0.55,2,2
0,1,8,3,0,0.78,2,1
2,3,6,6,1,0.77,2,2
7,1,1,9,2,0.97,2,2
3,1,6,10,0,0.67,0,1
8,3,1,5,0,0.96,2,1
5,2,2,0,1,0.45,2,1
7,2,6,8,2,0.49,0,2
3,1,2,8,2,0.41,0,2
11,2,5,8,1,0.87,2,2
7,2,2,6,1,0.41,2,2
13,1,3,2,2,0.43,1,1
14,4,9,4,0,1.0,2,1
7,1,2,9,2,0.41,1,2
6,1,4,3,2,0.4,2,2
3,1,3,0,2,0.92,2,2
7,3,3,0,2,0.94,0,0
8,4,8,5,1,0.62,1,2
13,2,2,5,1,0.67,2,1
7,4,5,7,1,0.51,2,2
14,2,5,7,1,0.44,2,2
12,4,7,0,1,0.77,2,2
8,3,3,4,0,0.74,0,0
10,3,6,4,1,0.99,0,0
10,4,8,8,0,0.87,1,2
8,3,7,7,2,0.59,1,2
3,2,6,0,1,0.76,0,1
3,3,6,2,0,0.89,2,1
11,4,2,0,0,0.67,0,0
7,1,1,0,2,0.82,0,1
13,1,1,10,1,0.98,1,1
9,4,5,10,2,0.43,0,2
6,1,5,4,0,0.98,0,0
3,1,8,4,1,0.97,2,2
1,2,8,3,2,0.81,1,2
7,4,9,0,1,0.43,0,1
6,3,6,8,2,0.56,1,2
5,1,1,9,0,0.8,2,1
9,1,5,0,2,0.59,1,2
14,4,2,1,2,0.85,1,1
4,3,2,9,1,0.6,2,1
12,2,5,2,0,0.98,0,0
11,1,7,6,1,0.62,0,1
5,1,1,6,0,1.0,2,1
1,1,8,10,2,0.49,1,2
12,3,6,7,0,0.82,0,0
14,3,3,8,0,0.65,1,0
12,2,7,5,1,0.54,2,2
7,1,6,10,0,0.83,2,1
4,3,2,6,1,0.93,0,0
9,4,6,2,0,0.53,1,1
2,1,9,7,2,0.88,0,2
9,1,4,1,0,0.74,0,0
4,3,8,7,1,0.9,1,1
7,3,7,5,1,0.42,1,2
6,4,6,0,2,0.57,2,2
2,4,2,10,1,0.98,0,1
12,4,9,8,1,0.72,2,2
3,1,9,8,2,0.52,0,2
11,3,3,3,0,0.69,1,0
4,3,3,5,2,0.62,1,1
4,4,3,1,1,0.99,0,1
3,2,5,8,1,0.59,2,2
13,3,9,4,2,0.9,2,2
2,3,4,2,0,0.91,0,0
4,1,7,5,1,0.56,0,1
11,4,2,4,2,0.53,1,2
5,4,9,2,1,0.45,0,2
6,2,3,3,0,0.7,1,1
4,1,5,10,1,0.44,1,2
0,4,7,4,1,0.42,1,2
12,3,1,10,1,0.63,1,1
6,2,9,7,0,0.93,2,2
6,1,3,7,0,0.6,1,1
0,1,4,8,2,0.44,0,2
12,3,1,8,0,0.42,0,1
0,1,2,6,1,0.59,0,1
2,4,1,1,1,0.86,1,1
11,3,5,0,1,0.85,2,1
8,4,6,2,1,0.65,0,1
14,1,9,8,2,0.51,1,2
1,3,7,9,1,0.89,0,1
5,4,3,0,2,0.75,0,1
1,1,8,8,0,0.45,1,2
4,1,5,5,1,0.99,2,2
3,1,9,3,2,0.83,0,1
9,1,2,9,2,0.57,1,2
10,1,8,7,0,0.49,1,1
7,4,6,7,1,0.53,2,2
6,2,2,2,0,0.89,0,0
9,3,6,10,2,0.87,0,1
4,1,7,8,1,0.9,0,1
13,3,2,0,2,0.42,2,1
0,2,7,0,2,0.63,1,2
6,1,2,3,1,0.52,1,1
14,3,9,4,1,0.89,2,1
0,3,7,5,1,0.51,2,2
9,2,8,4,2,0.7,0,1
1,1,8,4,1,0.98,1,1
4,1,6,10,0,0.45,1,2
14,2,1,4,0,0.89,2,1
2,2,5,8,2,0.72,2,2
7,1,6,0,2,0.55,1,2
5,1,7,6,2,0.73,2,2
14,2,1,7,1,0.61,2,1
8,2,9,9,0,0.46,0,1
6,4,5,10,1,0.73,0,2
13,1,5,3,1,0.9,1,1
10,1,8,10,0,0.8,1,1
0,2,2,6,0,0.4,0,1
8,3,5,4,2,0.42,0,1
1,4,9,4,0,0.98,1,2
7,3,7,1,0,0.73,1,0
14,4,3,2,2,0.94,1,1
6,3,1,0,0,0.54,1,1
6,4,1,4,0,0.46,2,1
4,3,9,9,0,0.76,1,1
5,1,3,1,1,0.49,1,1
14,2,6,7,1,0.85,2,2
7,2,1,1,2,0.97,1,1
4,4,5,5,2,0.68,0,2
8,2,9,8,2,0.59,2,2
6,1,7,5,0,0.93,2,2
0,2,7,7,0,0.58,0,2
2,1,3,4,1,0.63,0,1
7,1,4,3,0,0.93,2,1
13,1,9,0,0,0.95,1,0
0,4,7,9,2,0.41,1,2
10,1,2,7,0,0.79,2,1
10,4,6,4,0,0.85,0,1
13,3,8,4,0,0.61,2,1
4,2,7,4,1,0.97,2,2
10,2,9,1,1,0.64,0,1
8,4,9,7,2,0.88,2,2
12,2,9,10,1,0.44,1,2
13,4,2,7,2,0.5,2,2
14,2,3,1,0,0.97,1,0
6,4,9,8,0,0.4,1,2
2,3,4,8,1,0.53,1,2
1,4,6,5,2,0.89,1,2
12,4,6,2,2,0.46,0,2
14,3,8,7,0,0.89,1,1
4,3,6,4,2,0.48,1,1
1,3,9,0,2,0.42,1,2
4,1,8,9,0,0.51,1,2
3,1,7,2,0,0.52,1,1
13,1,3,7,2,0.51,2,2
13,4,7,3,1,0.53,0,1
